"Team","idseason","Player","Fixture","Game","idgame","Season","Phase","Round","Home_Away","Against","Position","Minutes played","Goals","Assists","Yellow card","Red card","Shots on target","Shots off target","Shots blocked","Dribble attempts","Dribble attempts succ","Penalty won","Big chances missed","Penalty miss","Hit woodwork","Defensive actions","Clearances","Blocked shots","Interceptions","Total tackles","Dribbled past","Penalty committed","Own goals","Last man tackle","Error led to shot","Clearance off line","Error led to goal","Touches","Accurate passes","Total passes","Accurate passes(%)","Key passes","Total Crosses","Accurate Crosses","Total Long balls","Accurate Long balls","Big chances created","Duels","Duels won","Ground duels","Ground duels won","Aerial duels","Aerial duels won","Possession lost","Fouls","Was fouled","Offsides","Saves","Punches","Runs out","Runs out succ","High claims","Saves from inside box","Penalties saved","Dribble(%)","Passes(%)","Crosses(%)","Long balls(%)","Duels(%)","Ground duels(%)","Aerial duels(%)","Runs out(%)","Result"
"A.E. Kifisia FC","10_2_2023-2024","Thievy Bifouma",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","F",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,"(75%)",0,3,0,1,1,0,1,0,1,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0,1,0,0,NA,NA,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Morgan Schneiderlin",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","M",90,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,3,2,1,0,1,0,0,0,0,39,11,20,"(55%)",0,0,0,3,2,0,5,2,5,2,0,0,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,0.667,0.4,0.4,NA,NA,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Fabien Antunes",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,"(50%)",0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0,1,NA,1,NA,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Alexandros Anagnostopoulos",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","G",90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,38,8,27,"(30%)",0,0,0,27,8,0,0,0,0,0,0,0,20,0,0,0,6,0,1,1,0,5,0,NA,0.296,NA,0.296,NA,NA,NA,1,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Alexandros Parras",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","D",83,0,0,1,0,0,0,0,2,1,0,0,0,0,13,4,0,4,5,1,0,0,0,0,0,0,43,9,14,"(64%)",1,1,0,5,1,0,14,7,13,7,1,0,14,2,1,0,NA,NA,NA,NA,NA,NA,NA,0.5,0.643,0,0.2,0.5,0.538,0,NA,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Jack Ipalibo",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","M",90,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,21,8,12,"(67%)",0,0,0,1,0,0,5,1,3,0,2,1,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,0,0.2,0,0.5,NA,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Nicolas Andereggen",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","M",89,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,25,6,11,"(55%)",2,3,1,1,0,0,6,3,4,3,2,0,10,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0.545,0.333,0,0.5,0.75,0,NA,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Lumor Agbenyenu",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","D",14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,3,"(33%)",0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333,NA,0,NA,NA,NA,NA,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Nikolaos Peios",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,"(33%)",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Panagiotis Pritsas",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","M",73,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23,7,12,"(58%)",0,5,1,2,1,0,5,2,5,2,0,0,12,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,0.583,0.2,0.5,0.4,0.4,NA,NA,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Nikolaos Vafeas",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","D",90,1,0,0,0,1,0,0,0,0,0,0,0,0,7,6,0,1,0,1,0,0,0,0,0,0,17,4,7,"(57%)",0,0,0,4,1,0,4,0,2,0,2,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.571,NA,0.25,0,0,0,NA,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Marko Gobeljic",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","D",89,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,1,2,3,1,0,0,0,0,0,0,46,7,16,"(44%)",0,0,0,8,4,0,5,4,5,4,0,0,17,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.438,NA,0.5,0.8,0.8,NA,NA,"Draw"
"A.E. Kifisia FC","10_2_2023-2024","Giannis Masouras",10,2,"10_2","2023-2024","Regular Season","First Round","Home","AEK Athens","M",90,0,0,0,0,0,1,0,1,1,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,42,10,22,"(45%)",1,2,0,1,0,0,16,8,7,4,9,4,20,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,0.455,0,0,0.5,0.571,0.444,NA,"Draw"
"A.E. Kifisia FC","11_7_2023-2024","Alberto Botia",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","D",77,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5,1,1,2,0,0,0,0,0,0,0,24,9,13,"(69%)",0,0,0,6,4,0,10,7,4,2,6,5,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.692,NA,0.667,0.7,0.5,0.833,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Alexandros Anagnostopoulos",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","G",90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,41,11,28,"(39%)",0,0,0,26,10,0,2,2,0,0,2,2,18,0,1,0,5,2,0,0,0,1,0,NA,0.393,NA,0.385,1,NA,1,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Ognjen Ozegovic",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","F",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,"(67%)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,0,NA,NA,NA,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Giannis Masouras",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","M",90,0,0,0,0,0,1,0,1,1,0,0,0,1,9,3,0,5,1,1,0,0,0,0,0,0,54,14,26,"(54%)",1,0,0,5,2,0,15,10,8,5,7,5,20,0,3,1,NA,NA,NA,NA,NA,NA,NA,1,0.538,NA,0.4,0.667,0.625,0.714,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Sotiris Ninis",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","M",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,3,"(67%)",0,0,0,2,1,0,1,0,1,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,0.5,0,0,NA,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Mateus Santos",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","M",21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,9,1,5,"(20%)",0,0,0,3,0,0,2,0,2,0,0,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0.2,NA,0,0,0,NA,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Nikolaos Vafeas",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","D",90,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,1,2,0,2,0,0,0,0,0,0,25,7,13,"(54%)",0,0,0,5,1,0,7,3,6,2,1,1,8,1,2,0,NA,NA,NA,NA,NA,NA,NA,0,0.538,NA,0.2,0.429,0.333,1,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Alexandros Parras",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","D",80,0,0,0,0,0,0,0,2,1,0,0,0,0,5,2,0,1,2,2,0,0,0,0,0,0,37,8,15,"(53%)",0,0,0,2,1,0,8,4,8,4,0,0,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.5,0.533,NA,0.5,0.5,0.5,NA,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Morgan Schneiderlin",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","M",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,"(100%)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Jack Ipalibo",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","M",90,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,2,0,0,0,0,0,0,28,14,19,"(74%)",0,0,0,6,4,0,6,3,6,3,0,0,6,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.737,NA,0.667,0.5,0.5,NA,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Loick Landre",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","D",90,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,2,1,0,0,0,0,0,0,0,25,11,14,"(79%)",0,0,0,5,2,0,4,3,3,2,1,1,4,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.786,NA,0.4,0.75,0.667,1,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Andrews Tetteh",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","F",80,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,18,"(61%)",1,0,0,1,0,0,21,11,13,5,8,6,16,4,5,1,NA,NA,NA,NA,NA,NA,NA,0.4,0.611,NA,0,0.524,0.385,0.75,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Panagiotis Pritsas",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","M",69,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,28,10,16,"(63%)",0,3,0,5,1,0,4,1,4,1,0,0,14,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.625,0,0.2,0.25,0.25,NA,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Thievy Bifouma",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","F",21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,8,"(63%)",0,0,0,0,0,0,5,3,4,2,1,1,4,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,0.625,NA,NA,0.6,0.5,1,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Marko Gobeljic",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","D",90,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,1,0,0,0,0,0,0,0,32,8,13,"(62%)",0,0,0,4,2,0,2,2,2,2,0,0,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.615,NA,0.5,1,1,NA,NA,"Lose"
"A.E. Kifisia FC","11_7_2023-2024","Nicolas Andereggen",11,7,"11_7","2023-2024","Regular Season","First Round","Home","Panathinaikos","M",69,0,0,0,0,0,0,0,2,0,0,0,0,0,6,3,0,2,1,0,0,0,0,0,0,1,22,8,12,"(67%)",0,0,0,0,0,0,7,3,5,1,2,2,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.667,NA,NA,0.429,0.2,1,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Ognjen Ozegovic",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","F",90,0,0,0,0,0,3,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,34,12,18,"(67%)",0,0,0,0,0,0,6,5,6,5,0,0,11,0,3,2,NA,NA,NA,NA,NA,NA,NA,0.5,0.667,NA,NA,0.833,0.833,NA,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Alexandros Parras",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","D",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,"(75%)",0,1,0,0,0,0,2,1,2,1,0,0,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0,NA,0.5,0.5,NA,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Alberto Botia",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","D",71,0,0,1,0,0,1,0,1,1,0,0,0,1,4,1,0,2,1,1,0,0,0,0,0,0,61,42,52,"(81%)",1,0,0,11,6,0,8,4,5,2,3,2,11,2,0,0,NA,NA,NA,NA,NA,NA,NA,1,0.808,NA,0.545,0.5,0.4,0.667,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Alexandros Anagnostopoulos",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","G",90,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,43,25,30,"(83%)",0,0,0,12,7,0,0,0,0,0,0,0,7,0,0,0,1,0,1,1,0,0,0,NA,0.833,NA,0.583,NA,NA,NA,1,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Nikolaos Vafeas",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","M",90,0,0,0,0,2,2,0,1,0,0,1,0,0,8,1,0,3,4,0,0,0,0,0,0,0,55,25,32,"(78%)",1,2,0,4,3,0,13,8,8,6,5,2,13,1,2,0,NA,NA,NA,NA,NA,NA,NA,0,0.781,0,0.75,0.615,0.75,0.4,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Giannis Masouras",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","D",90,0,0,0,0,0,0,1,4,2,0,0,0,0,10,1,1,4,4,0,0,0,0,0,0,0,91,26,47,"(55%)",2,3,1,8,1,0,21,13,12,7,9,6,35,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.5,0.553,0.333,0.125,0.619,0.583,0.667,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Mateus Santos",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","M",19,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,7,"(71%)",1,2,0,0,0,0,6,3,6,3,0,0,7,2,1,0,NA,NA,NA,NA,NA,NA,NA,0.667,0.714,0,NA,0.5,0.5,NA,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Ilian Iliev",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","M",19,0,0,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,14,4,4,"(100%)",0,0,0,0,0,0,8,6,7,5,1,1,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0.75,0.714,1,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Jack Ipalibo",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","M",90,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,44,28,35,"(80%)",1,1,1,5,2,0,6,0,2,0,4,0,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1,0.4,0,0,0,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Andrews Tetteh",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","M",90,0,0,0,0,0,1,0,3,1,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,39,10,18,"(56%)",3,3,0,1,0,0,20,7,15,5,5,2,20,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.333,0.556,0,0,0.35,0.333,0.4,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Nicolas Andereggen",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","M",71,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,39,19,28,"(68%)",1,2,2,3,1,0,8,3,7,2,1,1,11,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,0.679,1,0.333,0.375,0.286,1,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Panagiotis Pritsas",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","M",84,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,28,"(71%)",6,13,5,4,2,1,4,2,4,2,0,0,18,1,2,0,NA,NA,NA,NA,NA,NA,NA,0,0.714,0.385,0.5,0.5,0.5,NA,NA,"Lose"
"A.E. Kifisia FC","12_4_2023-2024","Thievy Bifouma",12,4,"12_4","2023-2024","Regular Season","First Round","Home","Asteras Aktor","F",11,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,"(100%)",1,1,0,0,0,0,2,2,2,2,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,1,NA,NA,"Lose"
