"Team","idseason","Player","Fixture","Game","idgame","Season","Phase","Round","Home_Away","Against","Position","Minutes played","Goals","Assists","Yellow card","Red card","Shots on target","Shots off target","Shots blocked","Dribble attempts","Dribble attempts succ","Penalty won","Big chances missed","Penalty miss","Hit woodwork","Defensive actions","Clearances","Blocked shots","Interceptions","Total tackles","Dribbled past","Penalty committed","Own goals","Last man tackle","Error led to shot","Clearance off line","Error led to goal","Touches","Accurate passes","Total passes","Accurate passes(%)","Key passes","Total Crosses","Accurate Crosses","Total Long balls","Accurate Long balls","Big chances created","Duels","Duels won","Ground duels","Ground duels won","Aerial duels","Aerial duels won","Possession lost","Fouls","Was fouled","Offsides","Saves","Punches","Runs out","Runs out succ","High claims","Saves from inside box","Penalties saved","Dribble(%)","Passes(%)","Crosses(%)","Long balls(%)","Duels(%)","Ground duels(%)","Aerial duels(%)","Runs out(%)","Result"
"AEK Athens","1_6_2024-2025","Aboubakary Koita",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","M",80,0,0,0,0,0,0,1,2,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,47,32,36,"(89%)",2,2,0,0,0,0,8,6,6,5,2,1,7,1,2,0,NA,NA,NA,NA,NA,NA,NA,1,0.889,0,NA,0.75,0.833,0.5,NA,"Win"
"AEK Athens","1_6_2024-2025","Lazaros Rota",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","D",66,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,52,32,37,"(86%)",2,1,0,0,0,0,9,4,6,2,3,2,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.333,0.865,0,NA,0.444,0.333,0.667,NA,"Win"
"AEK Athens","1_6_2024-2025","Stavros Pilios",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","D",90,1,1,0,0,2,0,0,5,3,0,0,0,0,8,2,0,2,4,0,0,0,0,0,0,0,88,45,52,"(87%)",1,3,0,3,1,1,13,10,11,9,2,1,18,0,2,0,NA,NA,NA,NA,NA,NA,NA,0.6,0.865,0,0.333,0.769,0.818,0.5,NA,"Win"
"AEK Athens","1_6_2024-2025","Levi Garcia",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","F",66,1,0,1,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21,6,8,"(75%)",1,0,0,0,0,1,8,1,3,0,5,1,6,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,0.75,NA,NA,0.125,0,0.2,NA,"Win"
"AEK Athens","1_6_2024-2025","Nordin Amrabat",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","M",90,0,1,0,0,1,2,0,3,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,67,34,46,"(74%)",4,7,5,5,4,1,9,3,8,2,1,1,18,2,0,0,NA,NA,NA,NA,NA,NA,NA,0.333,0.739,0.714,0.8,0.333,0.25,1,NA,"Win"
"AEK Athens","1_6_2024-2025","Domagoj Vida",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","D",90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,68,57,65,"(88%)",0,0,0,5,5,0,7,5,2,0,5,5,8,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.877,NA,1,0.714,0,1,NA,"Win"
"AEK Athens","1_6_2024-2025","Petros Mantalos",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","M",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,"(88%)",1,0,0,2,2,0,1,0,0,0,1,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.875,NA,1,0,NA,0,NA,"Win"
"AEK Athens","1_6_2024-2025","Damian Szymanski",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","M",90,0,1,0,0,0,1,0,2,2,0,0,0,0,6,0,1,1,4,1,0,0,0,0,0,0,90,69,76,"(91%)",2,0,0,5,4,1,11,9,10,8,1,1,8,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,0.908,NA,0.8,0.818,0.8,1,NA,"Win"
"AEK Athens","1_6_2024-2025","Erik Lamela",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","M",24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,12,15,"(80%)",0,0,0,0,0,0,4,0,3,0,1,0,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0,0,0,NA,"Win"
"AEK Athens","1_6_2024-2025","Steven Zuber",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","M",24,1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,13,5,7,"(71%)",0,0,0,1,0,0,6,2,2,1,4,1,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,1,0.714,NA,0,0.333,0.5,0.25,NA,"Win"
"AEK Athens","1_6_2024-2025","Orbelin Pineda",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","M",66,0,0,0,0,0,2,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,82,63,72,"(88%)",6,0,0,8,5,0,5,4,2,2,3,2,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0.875,NA,0.625,0.8,1,0.667,NA,"Win"
"AEK Athens","1_6_2024-2025","Robert Ljubicic",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","M",80,0,0,0,0,0,1,1,4,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,54,35,37,"(95%)",1,2,1,1,1,0,13,5,10,5,3,0,6,3,1,0,NA,NA,NA,NA,NA,NA,NA,0.5,0.946,0.5,1,0.385,0.5,0,NA,"Win"
"AEK Athens","1_6_2024-2025","Moses Odubajo",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","D",24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,16,6,8,"(75%)",0,0,0,0,0,0,3,3,2,2,1,1,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,1,1,1,NA,"Win"
"AEK Athens","1_6_2024-2025","Roberto Pereyra",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","M",10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,"(100%)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,"Win"
"AEK Athens","1_6_2024-2025","Thomas Strakosha",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","G",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,25,"(52%)",0,0,0,16,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,NA,0.52,NA,0.25,NA,NA,NA,NA,"Win"
"AEK Athens","1_6_2024-2025","Harold Moukoudi",1,6,"1_6","2024-2025","Regular Season","First Round","Home","OFI Crete","D",90,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,87,77,80,"(96%)",0,0,0,2,2,0,6,4,4,2,2,2,4,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.963,NA,1,0.667,0.5,1,NA,"Win"
"AEK Athens","2_3_2024-2025","Robert Ljubicic",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","M",78,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,60,42,52,"(81%)",2,0,0,3,2,0,9,4,5,3,4,1,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.5,0.808,NA,0.667,0.444,0.6,0.25,NA,"Draw"
"AEK Athens","2_3_2024-2025","Lazaros Rota",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","D",69,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,73,47,53,"(89%)",0,1,0,2,1,0,10,5,5,3,5,2,13,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.887,0,0.5,0.5,0.6,0.4,NA,"Draw"
"AEK Athens","2_3_2024-2025","Domagoj Vida",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","D",90,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,97,77,87,"(89%)",0,0,0,6,3,0,15,10,4,3,11,7,11,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0.885,NA,0.5,0.667,0.75,0.636,NA,"Draw"
"AEK Athens","2_3_2024-2025","Stavros Pilios",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","D",90,0,0,0,0,0,0,1,4,3,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,98,60,66,"(91%)",3,5,2,4,3,1,9,7,9,7,0,0,12,0,2,1,NA,NA,NA,NA,NA,NA,NA,0.75,0.909,0.4,0.75,0.778,0.778,NA,NA,"Draw"
"AEK Athens","2_3_2024-2025","Nordin Amrabat",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","M",58,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,50,20,26,"(77%)",5,7,2,5,3,0,7,5,7,5,0,0,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.667,0.769,0.286,0.6,0.714,0.714,NA,NA,"Draw"
"AEK Athens","2_3_2024-2025","Damian Szymanski",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","M",68,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,0,0,0,0,0,0,0,81,60,71,"(85%)",0,0,0,11,7,0,6,3,5,3,1,0,11,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.845,NA,0.636,0.5,0.6,0,NA,"Draw"
"AEK Athens","2_3_2024-2025","Steven Zuber",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","M",12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,7,"(71%)",1,1,0,0,0,0,2,1,1,0,1,1,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.714,0,NA,0.5,0,1,NA,"Draw"
"AEK Athens","2_3_2024-2025","Petros Mantalos",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","M",22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,32,22,24,"(92%)",2,3,1,2,1,0,2,1,1,1,1,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.917,0.333,0.5,0.5,1,0,NA,"Draw"
"AEK Athens","2_3_2024-2025","Erik Lamela",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","M",32,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,16,17,"(94%)",5,6,1,0,0,2,4,2,3,1,1,1,7,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,0.941,0.167,NA,0.5,0.333,1,NA,"Draw"
"AEK Athens","2_3_2024-2025","Niclas Eliasson",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","M",32,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26,9,12,"(75%)",0,4,1,0,0,0,6,4,6,4,0,0,8,0,2,0,NA,NA,NA,NA,NA,NA,NA,0.667,0.75,0.25,NA,0.667,0.667,NA,NA,"Draw"
"AEK Athens","2_3_2024-2025","Moses Odubajo",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","D",21,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,26,19,20,"(95%)",0,1,0,0,0,0,2,2,1,1,1,1,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0,NA,1,1,1,NA,"Draw"
"AEK Athens","2_3_2024-2025","Orbelin Pineda",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","M",58,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,64,45,55,"(82%)",1,1,0,6,4,0,8,4,7,3,1,1,14,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,0.818,0,0.667,0.5,0.429,1,NA,"Draw"
"AEK Athens","2_3_2024-2025","Thomas Strakosha",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","G",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,23,"(70%)",0,0,0,12,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,NA,0.696,NA,0.417,NA,NA,NA,NA,"Draw"
"AEK Athens","2_3_2024-2025","Aboubakary Koita",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","M",90,0,0,0,0,1,5,0,5,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,57,26,30,"(87%)",0,3,1,1,1,0,17,12,15,11,2,1,11,2,5,0,NA,NA,NA,NA,NA,NA,NA,1,0.867,0.333,1,0.706,0.733,0.5,NA,"Draw"
"AEK Athens","2_3_2024-2025","Levi Garcia",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","F",90,0,0,0,0,1,6,3,4,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,35,13,15,"(87%)",4,1,0,0,0,0,7,3,4,2,3,1,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.5,0.867,0,NA,0.429,0.5,0.333,NA,"Draw"
"AEK Athens","2_3_2024-2025","Harold Moukoudi",2,3,"2_3","2024-2025","Regular Season","First Round","Home","PAS Lamia 1964","D",90,1,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,103,87,94,"(93%)",0,1,0,8,6,0,6,6,1,1,5,5,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.926,0,0.75,1,1,1,NA,"Draw"
"AEK Athens","3_4_2024-2025","Stavros Pilios",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","D",90,0,0,0,0,0,2,0,5,2,0,0,0,0,8,3,0,1,4,0,0,0,0,0,0,0,84,30,44,"(68%)",0,3,1,7,2,0,9,6,9,6,0,0,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.4,0.682,0.333,0.286,0.667,0.667,NA,NA,"Win"
"AEK Athens","3_4_2024-2025","Domagoj Vida",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","D",90,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,1,0,0,0,0,0,0,50,37,41,"(90%)",1,0,0,4,2,0,5,3,3,2,2,1,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.902,NA,0.5,0.6,0.667,0.5,NA,"Win"
"AEK Athens","3_4_2024-2025","Niclas Eliasson",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","M",74,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,7,13,"(54%)",0,1,0,2,0,0,4,1,3,1,1,0,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0.538,0,0,0.25,0.333,0,NA,"Win"
"AEK Athens","3_4_2024-2025","Levi Garcia",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","F",90,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,24,8,10,"(80%)",1,0,0,1,1,0,14,6,4,2,10,4,9,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,1,0.429,0.5,0.4,NA,"Win"
"AEK Athens","3_4_2024-2025","Petros Mantalos",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","M",9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,4,5,"(80%)",2,2,2,0,0,1,3,3,2,2,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1,NA,1,1,1,NA,"Win"
"AEK Athens","3_4_2024-2025","Robert Ljubicic",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","M",65,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,62,39,51,"(76%)",1,1,0,2,1,0,6,3,3,2,3,1,14,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.765,0,0.5,0.5,0.667,0.333,NA,"Win"
"AEK Athens","3_4_2024-2025","Mijat Gacinovic",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","M",24,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,13,"(100%)",0,1,0,2,2,0,1,1,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,NA,NA,"Win"
"AEK Athens","3_4_2024-2025","Aboubakary Koita",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","M",66,1,0,0,0,1,1,0,4,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,36,13,18,"(72%)",2,4,0,2,1,0,13,8,11,8,2,0,11,2,3,0,NA,NA,NA,NA,NA,NA,NA,0.75,0.722,0,0.5,0.615,0.727,0,NA,"Win"
"AEK Athens","3_4_2024-2025","Roberto Pereyra",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","M",25,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,15,"(100%)",1,0,0,1,1,0,5,2,5,2,0,0,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,1,0.4,0.4,NA,NA,"Win"
"AEK Athens","3_4_2024-2025","Paolo Fernandes",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","F",9,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,7,"(71%)",2,2,1,0,0,0,5,2,5,2,0,0,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,1,0.714,0.5,NA,0.4,0.4,NA,NA,"Win"
"AEK Athens","3_4_2024-2025","Orbelin Pineda",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","M",16,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,12,"(83%)",0,0,0,1,1,0,3,2,2,1,1,1,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0.833,NA,1,0.667,0.5,1,NA,"Win"
"AEK Athens","3_4_2024-2025","Lazaros Rota",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","D",90,0,0,1,0,0,1,0,4,2,0,0,0,0,5,1,0,1,3,1,0,0,0,0,0,0,80,38,46,"(83%)",1,2,0,3,1,0,14,5,13,5,1,0,18,3,0,0,NA,NA,NA,NA,NA,NA,NA,0.5,0.826,0,0.333,0.357,0.385,0,NA,"Win"
"AEK Athens","3_4_2024-2025","Thomas Strakosha",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","G",90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,36,11,25,"(44%)",0,0,0,15,2,0,1,0,1,0,0,0,14,0,0,0,0,0,0,0,2,0,0,NA,0.44,NA,0.133,0,0,NA,NA,"Win"
"AEK Athens","3_4_2024-2025","Harold Moukoudi",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","D",90,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,1,0,0,0,0,1,0,68,52,57,"(91%)",0,0,0,7,4,0,6,4,2,1,4,3,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.912,NA,0.571,0.667,0.5,0.75,NA,"Win"
"AEK Athens","3_4_2024-2025","Erik Lamela",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","M",81,0,0,1,0,0,0,0,3,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,51,28,38,"(74%)",1,1,0,5,4,0,12,4,9,3,3,1,16,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0.737,0,0.8,0.333,0.333,0.333,NA,"Win"
"AEK Athens","3_4_2024-2025","Damian Szymanski",3,4,"3_4","2024-2025","Regular Season","First Round","Away","APO Levadiakos","M",81,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,1,4,0,0,0,0,0,0,63,42,54,"(78%)",0,0,0,12,5,0,11,2,8,1,3,1,13,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.778,NA,0.417,0.182,0.125,0.333,NA,"Win"
"AEK Athens","4_7_2024-2025","Robert Ljubicic",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","M",75,0,1,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,1,2,0,0,0,0,0,0,48,25,31,"(81%)",1,0,0,3,2,0,13,4,10,3,3,1,13,1,2,0,NA,NA,NA,NA,NA,NA,NA,0,0.806,NA,0.667,0.308,0.3,0.333,NA,"Win"
"AEK Athens","4_7_2024-2025","Stavros Pilios",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","D",90,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,4,2,0,0,0,0,0,0,63,30,41,"(73%)",0,2,0,6,3,0,15,7,12,6,3,1,17,4,1,1,NA,NA,NA,NA,NA,NA,NA,1,0.732,0,0.5,0.467,0.5,0.333,NA,"Win"
"AEK Athens","4_7_2024-2025","Nordin Amrabat",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","F",16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,"(50%)",0,2,0,1,0,0,2,1,1,1,1,0,4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0.5,1,0,NA,"Win"
"AEK Athens","4_7_2024-2025","Gerasimos Mitoglou",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","D",90,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,0,0,0,0,0,1,0,50,37,39,"(95%)",0,0,0,4,3,0,2,2,2,2,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.949,NA,0.75,1,1,NA,NA,"Win"
"AEK Athens","4_7_2024-2025","Aboubakary Koita",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","M",89,1,0,0,0,2,1,1,0,0,0,0,0,1,4,1,0,1,2,0,0,0,0,0,0,0,48,19,24,"(79%)",3,2,1,0,0,0,14,8,11,6,3,2,15,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.792,0.5,NA,0.571,0.545,0.667,NA,"Win"
"AEK Athens","4_7_2024-2025","Alexander Callens",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","D",90,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,66,49,55,"(89%)",0,0,0,4,3,0,10,7,2,1,8,6,6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.891,NA,0.75,0.7,0.5,0.75,NA,"Win"
"AEK Athens","4_7_2024-2025","Roberto Pereyra",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","M",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,"(67%)",0,1,0,3,1,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0.333,NA,NA,NA,NA,"Win"
"AEK Athens","4_7_2024-2025","Niclas Eliasson",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","M",74,0,0,0,0,0,0,1,3,1,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,45,20,22,"(91%)",3,4,2,0,0,0,7,3,7,3,0,0,9,1,1,0,NA,NA,NA,NA,NA,NA,NA,0.333,0.909,0.5,NA,0.429,0.429,NA,NA,"Win"
"AEK Athens","4_7_2024-2025","Petros Mantalos",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","M",15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,10,4,6,"(67%)",0,1,0,0,0,0,4,1,4,1,0,0,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.667,0,NA,0.25,0.25,NA,NA,"Win"
"AEK Athens","4_7_2024-2025","Thomas Strakosha",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","G",90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,34,18,26,"(69%)",1,0,0,20,12,0,0,0,0,0,0,0,8,0,0,0,1,0,1,1,1,1,0,NA,0.692,NA,0.6,NA,NA,NA,1,"Win"
"AEK Athens","4_7_2024-2025","Frantzdy Pierrot",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","F",90,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,12,21,"(57%)",1,0,0,0,0,0,12,5,4,0,8,5,17,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,0.571,NA,NA,0.417,0,0.625,NA,"Win"
"AEK Athens","4_7_2024-2025","Jens Jonsson",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","M",14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,4,5,"(80%)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,"Win"
"AEK Athens","4_7_2024-2025","Lazaros Rota",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","D",90,0,1,0,0,0,1,1,1,0,0,0,0,0,10,3,0,5,2,0,0,0,0,0,0,0,73,36,38,"(95%)",1,4,1,0,0,1,9,6,5,4,4,2,9,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0.947,0.25,NA,0.667,0.8,0.5,NA,"Win"
"AEK Athens","4_7_2024-2025","Orbelin Pineda",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","M",75,0,0,0,0,1,0,1,2,1,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,64,43,48,"(90%)",1,1,0,7,6,0,10,5,9,4,1,1,11,0,2,0,NA,NA,NA,NA,NA,NA,NA,0.5,0.896,0,0.857,0.5,0.444,1,NA,"Win"
"AEK Athens","4_7_2024-2025","Damian Szymanski",4,7,"4_7","2024-2025","Regular Season","First Round","Home","Volos NFC","M",83,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4,0,2,2,0,0,0,0,0,0,0,65,44,50,"(88%)",1,0,0,5,2,0,9,5,5,3,4,2,6,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,0.4,0.556,0.6,0.5,NA,"Win"
