"Team","idseason","Player","Fixture","Game","idgame","Season","Phase","Round","Home_Away","Against","Position","Minutes played","Goals","Assists","Yellow card","Red card","Shots on target","Shots off target","Shots blocked","Dribble attempts","Dribble attempts succ","Penalty won","Big chances missed","Penalty miss","Hit woodwork","Defensive actions","Clearances","Blocked shots","Interceptions","Total tackles","Dribbled past","Penalty committed","Own goals","Last man tackle","Error led to shot","Clearance off line","Error led to goal","Touches","Accurate passes","Total passes","Accurate passes(%)","Key passes","Total Crosses","Accurate Crosses","Total Long balls","Accurate Long balls","Big chances created","Duels","Duels won","Ground duels","Ground duels won","Aerial duels","Aerial duels won","Possession lost","Fouls","Was fouled","Offsides","Saves","Punches","Runs out","Runs out succ","High claims","Saves from inside box","Penalties saved","Dribble(%)","Passes(%)","Crosses(%)","Long balls(%)","Duels(%)","Ground duels(%)","Aerial duels(%)","Runs out(%)","Result"
"AEK Athens","1_3_2022-2023","Lazaros Rota",1,3,"1_3","2022-2023","Regular Season","First Round","Away","PAS Lamia 1964","D",7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,18,13,14,"(93%)",0,1,0,0,0,0,2,2,2,2,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.929,0,NA,1,1,NA,NA,"Win"
"AEK Athens","1_3_2022-2023","Georgios Tzavellas",1,3,"1_3","2022-2023","Regular Season","First Round","Away","PAS Lamia 1964","D",90,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,1,0,0,0,0,0,0,0,0,80,61,70,"(87%)",0,0,0,11,7,0,5,5,2,2,3,3,10,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.871,NA,0.636,1,1,1,NA,"Win"
"AEK Athens","1_3_2022-2023","Levi Garcia",1,3,"1_3","2022-2023","Regular Season","First Round","Away","PAS Lamia 1964","F",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,"(60%)",0,0,0,1,1,0,1,1,1,1,0,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,1,1,1,NA,NA,"Win"
"AEK Athens","1_3_2022-2023","Sergio Araujo",1,3,"1_3","2022-2023","Regular Season","First Round","Away","PAS Lamia 1964","F",84,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,15,"(67%)",2,0,0,3,2,0,7,1,5,1,2,0,8,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,0.667,0.143,0.2,0,NA,"Win"
"AEK Athens","1_3_2022-2023","Jens Jonsson",1,3,"1_3","2022-2023","Regular Season","First Round","Away","PAS Lamia 1964","M",90,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,3,0,0,0,0,0,0,0,56,36,41,"(88%)",0,0,0,2,2,0,4,3,4,3,0,0,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.878,NA,1,0.75,0.75,NA,NA,"Win"
"AEK Athens","1_3_2022-2023","Steven Zuber",1,3,"1_3","2022-2023","Regular Season","First Round","Away","PAS Lamia 1964","M",89,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,44,23,30,"(77%)",1,1,1,5,4,0,6,2,5,2,1,0,11,0,1,3,NA,NA,NA,NA,NA,NA,NA,0,0.767,1,0.8,0.333,0.4,0,NA,"Win"
"AEK Athens","10_5_2022-2023","Orbelin Pineda",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","M",76,0,0,0,0,2,0,1,1,0,0,0,0,0,4,0,1,2,1,1,0,0,0,0,0,0,33,15,20,"(75%)",1,1,1,2,2,0,9,3,7,2,2,1,6,4,1,0,NA,NA,NA,NA,NA,NA,NA,0,0.75,1,1,0.333,0.286,0.5,NA,"Win"
"AEK Athens","10_5_2022-2023","Levi Garcia",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","F",90,1,0,0,0,3,0,1,2,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,39,14,21,"(67%)",2,0,0,1,0,0,21,10,9,3,12,7,13,5,1,0,NA,NA,NA,NA,NA,NA,NA,1,0.667,NA,0,0.476,0.333,0.583,NA,"Win"
"AEK Athens","10_5_2022-2023","Nordin Amrabat",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","M",13,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,"(50%)",0,0,0,0,0,0,5,1,5,1,0,0,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,0.2,0.2,NA,NA,"Win"
"AEK Athens","10_5_2022-2023","Konstantinos Galanopoulos",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"(100%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Win"
"AEK Athens","10_5_2022-2023","Domagoj Vida",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","D",89,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,1,1,0,0,0,0,0,0,36,24,28,"(86%)",0,0,0,5,2,0,6,2,5,2,1,0,4,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.857,NA,0.4,0.333,0.4,0,NA,"Win"
"AEK Athens","10_5_2022-2023","Jens Jonsson",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","M",14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,"(100%)",0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,NA,NA,"Win"
"AEK Athens","10_5_2022-2023","Niclas Eliasson",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","M",83,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,35,13,20,"(65%)",3,7,1,1,0,2,11,7,8,5,3,2,15,2,3,0,NA,NA,NA,NA,NA,NA,NA,1,0.65,0.143,0,0.636,0.625,0.667,NA,"Win"
"AEK Athens","10_5_2022-2023","Sergio Araujo",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","F",89,0,0,0,0,0,0,3,3,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,33,17,21,"(81%)",0,1,0,2,2,0,8,4,7,4,1,0,7,1,1,0,NA,NA,NA,NA,NA,NA,NA,0.667,0.81,0,1,0.5,0.571,0,NA,"Win"
"AEK Athens","10_5_2022-2023","Damian Szymanski",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","M",90,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,6,1,0,0,0,0,0,0,0,51,34,38,"(89%)",1,0,0,4,2,0,7,3,5,2,2,1,5,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.895,NA,0.5,0.429,0.4,0.5,NA,"Win"
"AEK Athens","10_5_2022-2023","Milad Mohammadi",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","D",90,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,59,24,35,"(69%)",0,4,0,8,5,0,10,6,7,5,3,1,16,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.686,0,0.625,0.6,0.714,0.333,NA,"Win"
"AEK Athens","10_5_2022-2023","Mijat Gacinovic",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","M",83,1,0,1,0,1,1,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,32,12,15,"(80%)",0,9,1,0,0,0,8,3,7,2,1,1,13,3,1,1,NA,NA,NA,NA,NA,NA,NA,0,0.8,0.111,NA,0.375,0.286,1,NA,"Win"
"AEK Athens","10_5_2022-2023","Petros Mantalos",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","M",13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,1,2,"(50%)",0,0,0,0,0,0,4,3,4,3,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.75,0.75,NA,NA,"Win"
"AEK Athens","10_5_2022-2023","Giorgos Athanasiadis",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","G",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,31,"(61%)",0,0,0,27,15,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,NA,0.613,NA,0.556,NA,NA,NA,NA,"Win"
"AEK Athens","10_5_2022-2023","Gerasimos Mitoglou",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","D",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,1,1,"(100%)",0,0,0,1,1,0,2,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0.5,1,0,NA,"Win"
"AEK Athens","10_5_2022-2023","Harold Moukoudi",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","D",90,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,2,2,0,0,0,0,0,0,0,50,32,41,"(78%)",2,0,0,6,3,0,4,3,3,2,1,1,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,0.5,0.75,0.667,1,NA,"Win"
"AEK Athens","10_5_2022-2023","Lazaros Rota",10,5,"10_5","2022-2023","Regular Season","First Round","Home","PAOK","D",90,0,0,0,0,0,1,0,0,0,0,0,0,0,11,4,0,3,4,0,0,0,0,0,0,0,51,21,24,"(88%)",0,1,0,4,3,0,10,9,10,9,0,0,7,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.875,0,0.75,0.9,0.9,NA,NA,"Win"
"AEK Athens","11_7_2022-2023","Levi Garcia",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","F",90,0,0,0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,21,"(95%)",2,1,0,0,0,0,6,3,4,3,2,0,6,2,1,0,NA,NA,NA,NA,NA,NA,NA,1,0.952,0,NA,0.5,0.75,0,NA,"Draw"
"AEK Athens","11_7_2022-2023","Lazaros Rota",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","D",90,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,1,1,2,0,0,0,0,0,0,0,65,35,39,"(90%)",2,1,0,3,2,0,3,3,3,3,0,0,9,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.897,0,0.667,1,1,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Milad Mohammadi",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","D",80,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,55,28,31,"(90%)",2,8,1,3,1,0,3,2,2,1,1,1,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.903,0.125,0.333,0.667,0.5,1,NA,"Draw"
"AEK Athens","11_7_2022-2023","Giorgos Athanasiadis",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","G",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,20,"(95%)",0,0,0,7,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,NA,0.95,NA,0.857,NA,NA,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Gerasimos Mitoglou",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","D",90,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,71,55,64,"(86%)",0,1,0,9,4,0,2,0,2,0,0,0,11,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.859,0,0.444,0,0,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Steven Zuber",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","M",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,7,"(100%)",0,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Sergio Araujo",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","F",90,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,80,52,66,"(79%)",4,0,0,12,8,0,7,4,7,4,0,0,18,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.788,NA,0.667,0.571,0.571,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Nordin Amrabat",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","M",70,1,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,48,20,27,"(74%)",1,10,1,2,1,0,7,2,7,2,0,0,21,2,1,1,NA,NA,NA,NA,NA,NA,NA,0,0.741,0.1,0.5,0.286,0.286,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Niclas Eliasson",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","M",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,9,"(78%)",0,1,0,2,2,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.778,0,1,NA,NA,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Orbelin Pineda",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","M",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,35,"(74%)",2,0,0,4,3,0,1,0,1,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.743,NA,0.75,0,0,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Mijat Gacinovic",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","M",90,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,66,34,43,"(79%)",4,5,2,6,5,0,4,4,4,4,0,0,17,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0.791,0.4,0.833,1,1,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Georgios Tzavellas",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","D",90,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,68,50,59,"(85%)",1,0,0,9,2,0,3,2,3,2,0,0,9,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.847,NA,0.222,0.667,0.667,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Petros Mantalos",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","M",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,9,"(89%)",0,1,0,3,3,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.889,0,1,NA,NA,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Damian Szymanski",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","M",80,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,61,51,54,"(94%)",0,0,0,6,4,0,2,1,2,1,0,0,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.944,NA,0.667,0.5,0.5,NA,NA,"Draw"
"AEK Athens","11_7_2022-2023","Jens Jonsson",11,7,"11_7","2022-2023","Regular Season","First Round","Away","Asteras Aktor","M",45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,29,18,23,"(78%)",0,2,1,2,1,0,3,2,3,2,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.783,0.5,0.5,0.667,0.667,NA,NA,"Draw"
"AEK Athens","12_4_2022-2023","Ehsan Hajsafi",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","D",90,0,0,0,0,1,0,1,0,0,0,0,0,0,11,2,1,2,6,1,0,0,0,0,0,0,60,31,37,"(84%)",2,5,3,7,5,0,8,6,8,6,0,0,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.838,0.6,0.714,0.75,0.75,NA,NA,"Win"
"AEK Athens","12_4_2022-2023","Michalis Kosidis",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","F",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,"(33%)",0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333,NA,NA,1,NA,1,NA,"Win"
"AEK Athens","12_4_2022-2023","Konstantinos Galanopoulos",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","M",24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15,12,14,"(86%)",0,0,0,2,1,0,3,1,3,1,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.857,NA,0.5,0.333,0.333,NA,NA,"Win"
"AEK Athens","12_4_2022-2023","Giorgos Athanasiadis",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","G",90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,36,24,28,"(86%)",0,0,0,10,6,0,1,1,1,1,0,0,5,0,0,0,1,1,0,0,0,0,0,NA,0.857,NA,0.6,1,1,NA,NA,"Win"
"AEK Athens","12_4_2022-2023","Orbelin Pineda",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","M",66,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,37,29,34,"(85%)",3,0,0,5,4,0,2,1,2,1,0,0,5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.853,NA,0.8,0.5,0.5,NA,NA,"Win"
"AEK Athens","12_4_2022-2023","Nordin Amrabat",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","M",90,0,0,0,0,1,0,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,91,62,70,"(89%)",6,10,4,8,7,0,7,6,7,6,0,0,14,1,3,0,NA,NA,NA,NA,NA,NA,NA,1,0.886,0.4,0.875,0.857,0.857,NA,NA,"Win"
"AEK Athens","12_4_2022-2023","Mijat Gacinovic",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","M",65,1,0,0,0,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,16,22,"(73%)",1,5,1,3,1,0,10,7,9,6,1,1,13,2,3,0,NA,NA,NA,NA,NA,NA,NA,1,0.727,0.2,0.333,0.7,0.667,1,NA,"Win"
"AEK Athens","12_4_2022-2023","Jens Jonsson",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","M",90,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,2,2,0,0,0,0,0,0,0,55,40,45,"(89%)",0,1,1,4,4,0,3,3,3,3,0,0,6,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.889,1,1,1,1,NA,NA,"Win"
"AEK Athens","12_4_2022-2023","Gerasimos Mitoglou",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","D",90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,55,42,51,"(82%)",0,0,0,8,4,0,8,3,6,1,2,2,9,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.824,NA,0.5,0.375,0.167,1,NA,"Win"
"AEK Athens","12_4_2022-2023","Levi Garcia",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","F",87,1,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,13,"(69%)",2,0,0,0,0,2,4,0,3,0,1,0,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.692,NA,NA,0,0,0,NA,"Win"
"AEK Athens","12_4_2022-2023","Sergio Araujo",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","F",25,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,25,7,17,"(41%)",3,0,0,1,0,0,3,2,3,2,0,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.412,NA,0,0.667,0.667,NA,NA,"Win"
"AEK Athens","12_4_2022-2023","Petros Mantalos",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","F",70,1,1,0,0,1,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32,21,24,"(88%)",2,1,0,5,4,0,4,1,4,1,0,0,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,0.5,0.875,0,0.8,0.25,0.25,NA,NA,"Win"
"AEK Athens","12_4_2022-2023","Djibril Sidibe",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","D",90,0,0,0,0,1,0,1,0,0,0,1,0,0,4,2,0,0,2,0,0,0,0,0,0,0,72,48,55,"(87%)",1,1,0,5,4,0,4,3,4,3,0,0,8,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.873,0,0.8,0.75,0.75,NA,NA,"Win"
"AEK Athens","12_4_2022-2023","Harold Moukoudi",12,4,"12_4","2022-2023","Regular Season","First Round","Home","OFI Crete","D",90,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,52,39,46,"(85%)",0,0,0,6,4,0,4,3,2,2,2,1,7,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.848,NA,0.667,0.75,1,0.5,NA,"Win"
